file_name,platform,hash
kissing_face_17.png,Twitter,1ac64eef6e87cb581dd5f56e2531f5f6
orthodox_cross_1381.png,Windows,aefac556f3f62d4b142adef367e35808
wheel_of_dharma_1378.png,Google,21427e2c3b35626bf4b31dbbc30a32fd
airplane_arrival_903.png,Twitter,12ade40d9277de7924858ac6c370449e
peanuts_681.png,Facebook,74b2b1a4043480e59bf0342ac70b9de2
last_quarter_moon_face_957.png,Facebook,cb41ad3a9d525c2c777bb6e49c469aca
name_badge_1444.png,Apple,7cb3cd4da51319ea7d8632ef36c4030b
rescue_worker’s_helmet_1117.png,Windows,84b79ee060741785fc6a79e529328ba6
bullet_train_846.png,JoyPixels,0f5a6a8514b0fcec25c3395369fe2ced
wheel_of_dharma_1378.png,Twitter,a331447d7faefa1b2fb71ef4577d6b66
derelict_house_802.png,Google,0e17ad8d2c98f21c47abc79cfcd7ae4a
fountain_pen_1226.png,Twitter,ae38801a5ead344f85c1fe32e6421df1
"kiss__man,_man_468.png",JoyPixels,f58eda3534571adb0ad0955b23a91f8d
double_curly_loop_1453.png,Apple,2d401f2477e1137a8fc639d087da4d12
bat_562.png,Windows,6f27d988af8ffdb4483e1bbb5c81860a
person_climbing_411.png,Samsung,892f85165862cf2515aa090951abf2e9
eight-thirty_939.png,Twitter,c57fcc8d9872eaae40f0b2ef7d47381e
woman_bowing_258.png,JoyPixels,287f1ca0be222afc26b9429d048b9860
Santa_Claus_345.png,JoyPixels,43a06fe05d509a2b3e9fcb3400074a40
yellow_square_1524.png,Facebook,2424ac22f02d175ebf1164c1b977cb69
rosette_629.png,Twitter,257f50eecd574225ffdb79105045b4fa
flag__Algeria_1619.png,JoyPixels,fe4e4a0ba3060ebdc45a2244f7bfa255
person__beard_214.png,Apple,101f27d147131e5a358133afc0e60878
clutch_bag_1099.png,Twitter,49cb03ed47d1e4259a6e1e7c8f655d2d
cooked_rice_720.png,Apple,e99d388d88be5ba2f0378f958a074e83
flag__Russia_1751.png,Facebook,40a2431382eb1eec15bf72f3f5cf3da7
man_pouting_239.png,Windows,f168f0e8493cce2a657566be87f65cca
comet_989.png,Facebook,7a1f29058f96436e079775c1ac60ae3c
flag__French_Southern_Territories_1777.png,JoyPixels,17bd1cc806e9e297325f5e6b1f8d89be
leg_193.png,Windows,0a1cde55e3fc464a754ba2f866953a59
swan_584.png,Windows,be3a4b8e2a626efe9489949990ee6c6a
child_208.png,Google,66cac64e8e9e1e2d7cd6be66fe6290c1
crying_cat_114.png,Apple,646e4f9155c91c23afcd6c4af7a4ef20
sun_behind_large_cloud_971.png,Windows,d7a8bed7c45e995d416b0ff59aa45fb7
flag__U.S._Virgin_Islands_1802.png,Apple,5ddca4c2d36cdd17855f154428683fb1
skunk_569.png,Samsung,ee3e94091123e9f6a3ea4a2a61d54de9
water_wave_992.png,Google,4f0cf711da52bc6300575200d397aba8
fishing_pole_1041.png,Google,9755a592f2dc95b01783151ecbc433b5
flag__Wales_1815.png,Twitter,a0bed661d854651f6eab8f19a686746a
face_with_raised_eyebrow_33.png,Facebook,95974cb96e8646cf5c6442dfbf87faec
mushroom_680.png,Apple,bcb578a1174bf4e11641a7028ff4d02c
man_zombie_373.png,JoyPixels,2cf56bc97a5c6755337e20b634937cb2
zombie_372.png,Apple,b04ebdd59a40877d46363d6a01a8db45
right_arrow_curving_down_1366.png,Apple,16b6697702cab932f08c92079a9900ea
flag__Italy_1670.png,Twitter,a0866eb0d05d383168365b117d754743
aerial_tramway_909.png,Google,639acb7d2a9e08f60dfc5a7a24e7ab1f
cloud_with_lightning_and_rain_969.png,JoyPixels,e43469bb1cff6c4f7d40aeabc53ce8df
world_map_782.png,JoyPixels,3f84fbd13b9221001be92d6d69e880e1
red_triangle_pointed_down_1542.png,Apple,30041829361dd007a8e39b2b060bda9a
flag__Puerto_Rico_1742.png,Samsung,0182bd670036a1a4fc778aaf608247d9
flag__Curaçao_1609.png,Facebook,da827125619a05c7b6d504a39e717f6b
watermelon_651.png,Twitter,2da5a48f41b051c07ffb44cb4babccf5
flag__Romania_1749.png,Samsung,0b95734899250ee8ac11a58b7711716d
nail_polish_188.png,JoyPixels,6eb03b3d49062ab812c069ccd7ebd9cb
prince_326.png,Apple,17463c83be66a603bf1018217a52e7b8
flag__Spain_1626.png,Twitter,824fc45182802d149b9b6e7eaa887fe6
flag__Vanuatu_1804.png,Twitter,31b3367d9599f8c1c57ac45c987a4390
flag__Bolivia_1584.png,Google,13715462f847916162f5ae994520e2f7
shield_1270.png,Windows,9a598471bb7f1df01bb7d6430a588553
twelve-thirty_923.png,Samsung,39c5d8ad00936ea54c14bd56f9c7a7d9
wheelchair_symbol_1330.png,Facebook,78627e1ec1a70e75d205b3d583b44831
three_o’clock_928.png,Windows,aa595abc19c427953286f1c421333984
1st_place_medal_1017.png,Google,f619e495a58733b9f3593189b304d592
pickup_truck_868.png,Apple,410789c36e3118bb6595c0e49e3e30b0
flag__Tunisia_1784.png,Apple,9c53377604703c61a5e2be3319f74764
basket_1313.png,Facebook,939c85e08fac23f4244ee8b9ad2f7d05
person_in_tuxedo_333.png,Samsung,2060e71c312f400a047597b9d3630c9d
flag__Diego_Garcia_1614.png,Apple,9a6cdf89827e416756cf20ae73b7c3cc
sleeping_face_48.png,Google,d7b522917c86d51f79c7af424b0e4379
horse_529.png,Facebook,15496fa6e33ab05e604b805e32253e91
"family__man,_man,_boy,_boy_483.png",JoyPixels,1e2d87bccd2f926bd31cd65df97f9ada
flag__San_Marino_1764.png,Twitter,3fbfe1659090e187196abb9d9b35fe51
camera_1173.png,Apple,152bdfe700862af3a972f9027b1cc96d
pound_banknote_1206.png,JoyPixels,4dadccb00f3bf7b6136ff0f1437978b8
stuffed_flatbread_704.png,Apple,b327d54677d820c6d5303dd88aa0cc44
men_wrestling_446.png,Apple,233cff331a286ac98fe41f8b2485da31
flag__North_Korea_1681.png,Samsung,0a86a827fc9922c33ad5f2c809a56a16
flag__Réunion_1748.png,Twitter,c74e7b8d4b74ee5829f679946407875f
flag__Martinique_1710.png,Google,4ea7f765261c15212a23667bf1c69cc1
flamingo_588.png,Samsung,28ab5af57b6e7051768ad86f374b8802
